,abstracts_headlines,section_name,cohen_kappa_label,cohen_kappa_label_label2,cohen_kappa_range_none_to_slight,cohen_kappa_range_fair,cohen_kappa_range_moderate,cohen_kappa_range_substantial,cohen_kappa_range_almost_perfect,cohen_kappa_range_nan,cohen_kappa_label_v2
16039,slow vaccine rollout local fights districts unions could make hard president fulfill promise biden vowing reopen schools quickly easy,0,0.4,0.4,0,1,0,0,0,0,0.4
16040,vaccines moderna pfizer biontech effectively protect recipients worrying sign slightly less effective variant found south africa virus grows stealthier vaccine makers reconsider battle plans,0,0.5,0.5,0,0,1,0,0,0,0.5
16041,see senators said article impeachment former president full list every senator stands convicting trump,0,0.23,0.2,0,1,0,0,0,0,0.23
16042,republicans support democrats proposal helping kids good idea,1,0.5,0.5,0,0,1,0,0,0,0.5
16043,price pay college ron lieber comprehensive guide navigating often treacherous process pay college lose shirt,0,0.2,0.2,1,0,0,0,0,0,0.2
16044,three ideas expand coverage control costs democrats republicans could agree improve health care takes compromise,1,0.2,0.2,1,0,0,0,0,0,0.2
16045,forty years ago louis beam idea using internet drive movement today vision disturbingly prevalent lone wolves connected online history modern white supremacy,0,0.4,0.4,0,1,0,0,0,0,0.4
16046,week first firefighters demanding independent testing cancer linked chemicals known pfas gear union drop sponsorships chemical equipment makers firefighters battle unseen hazard gear could toxic,0,0.2,0.2,1,0,0,0,0,0,0.2
16047,legacy divisions sown americans trump began great wall ended,1,0.53,0.5,0,0,1,0,0,0,0.53
16048,take care pandemic need sort made u socialism rich capitalism rest,1,0.5,0.5,0,0,1,0,0,0,0.5
16049,president biden said number coronavirus vaccines reaching states would rise next week deal near provide enough shots vaccinate nearly americans end summer biden pledges speed flow vaccines states,0,0.19,0.2,1,0,0,0,0,0,0.19
16050,past decade million undocumented immigrants mexico returned country many never known majority lived united states better part lives lives derailed,1,0.2,0.2,1,0,0,0,0,0,0.2
16051,way address tactic used stall senate upend presidential agendas make filibuster difficult,1,0.7,0.7,0,0,0,1,0,0,0.7
16052,proposal path citizenship undocumented residents called boldest immigration agenda administration put forward generations possible reality behind biden plan legalize million immigrants,0,0.7,0.7,0,0,0,1,0,0,0.7
16053,vaccinations underway multiple new coronavirus variants begin spread check state pandemic u coronavirus cases falling trend last,0,0.18,0.2,1,0,0,0,0,0,0.18
16054,see latest charts maps coronavirus cases deaths hospitalizations marengo county alabama marengo county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16055,see latest charts maps coronavirus cases deaths hospitalizations choctaw county alabama choctaw county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16056,see latest charts maps coronavirus cases deaths hospitalizations chambers county alabama chambers county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16057,see latest charts maps coronavirus cases deaths hospitalizations auburn area lee county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16058,see latest charts maps coronavirus cases deaths hospitalizations cullman area cullman county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16059,see latest charts maps coronavirus cases deaths hospitalizations atmore area escambia county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16060,see latest charts maps coronavirus cases deaths hospitalizations gulf shores area baldwin county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16061,see latest charts maps coronavirus cases deaths hospitalizations bibb county alabama bibb county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16062,see latest charts maps coronavirus cases deaths hospitalizations fayette county alabama fayette county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16063,see latest charts maps coronavirus cases deaths hospitalizations lawrence county alabama lawrence county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16064,see latest charts maps coronavirus cases deaths hospitalizations enterprise area coffee county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16065,see latest charts maps coronavirus cases deaths hospitalizations covington county alabama covington county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16066,see latest charts maps coronavirus cases deaths hospitalizations henry county alabama henry county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16067,see latest charts maps coronavirus cases deaths hospitalizations coosa county alabama coosa county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16068,see latest charts maps coronavirus cases deaths hospitalizations scottsboro area jackson county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16069,see latest charts maps coronavirus cases deaths hospitalizations dothan area dale county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16070,see latest charts maps coronavirus cases deaths hospitalizations dothan area houston county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16071,see latest charts maps coronavirus cases deaths hospitalizations albertville area marshall county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16072,see latest charts maps coronavirus cases deaths hospitalizations blount county alabama blount county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16073,see latest charts maps coronavirus cases deaths hospitalizations crenshaw county alabama crenshaw county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16074,see latest charts maps coronavirus cases deaths hospitalizations eufaula area barbour county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16075,see latest charts maps coronavirus cases deaths hospitalizations marion county alabama marion county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16076,see latest charts maps coronavirus cases deaths hospitalizations clarke county alabama clarke county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16077,see latest charts maps coronavirus cases deaths hospitalizations conecuh county alabama conecuh county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16078,see latest charts maps coronavirus cases deaths hospitalizations mobile area mobile county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16079,see latest charts maps coronavirus cases deaths hospitalizations cherokee county alabama cherokee county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16080,see latest charts maps coronavirus cases deaths hospitalizations chilton county alabama chilton county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16081,see latest charts maps coronavirus cases deaths hospitalizations muscle shoals area colbert county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16082,see latest charts maps coronavirus cases deaths hospitalizations greene county alabama greene county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16083,see latest charts maps coronavirus cases deaths hospitalizations macon county alabama macon county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16084,see latest charts maps coronavirus cases deaths hospitalizations cleburne county alabama cleburne county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16085,see latest charts maps coronavirus cases deaths hospitalizations florence area lauderdale county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16086,see latest charts maps coronavirus cases deaths hospitalizations gadsden area etowah county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16087,see latest charts maps coronavirus cases deaths hospitalizations monroe county alabama monroe county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16088,see latest charts maps coronavirus cases deaths hospitalizations lamar county alabama lamar county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16089,see latest charts maps coronavirus cases deaths hospitalizations huntsville area limestone county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16090,see latest charts maps coronavirus cases deaths hospitalizations geneva county alabama geneva county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16091,see latest charts maps coronavirus cases deaths hospitalizations birmingham area jefferson county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16092,see latest charts maps coronavirus cases deaths hospitalizations huntsville area madison county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16093,see latest charts maps coronavirus cases deaths hospitalizations franklin county alabama franklin county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16094,see latest charts maps coronavirus cases deaths hospitalizations selma area dallas county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16095,see latest charts maps coronavirus cases deaths hospitalizations hale county alabama hale county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16096,see latest charts maps coronavirus cases deaths hospitalizations anniston area calhoun county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16097,see latest charts maps coronavirus cases deaths hospitalizations lowndes county alabama lowndes county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16098,see latest charts maps coronavirus cases deaths hospitalizations bullock county alabama bullock county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16099,see latest charts maps coronavirus cases deaths hospitalizations elmore county alabama elmore county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16100,see latest charts maps coronavirus cases deaths hospitalizations autauga county alabama autauga county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16101,see latest charts maps coronavirus cases deaths hospitalizations butler county alabama butler county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16102,see latest charts maps coronavirus cases deaths hospitalizations fort payne area dekalb county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16103,see latest charts maps coronavirus cases deaths hospitalizations clay county alabama clay county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16104,see latest charts maps coronavirus cases deaths hospitalizations pickens county alabama pickens county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16105,see latest charts maps coronavirus cases deaths hospitalizations perry county alabama perry county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16106,see latest charts maps coronavirus cases deaths hospitalizations decatur area morgan county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16107,see latest charts maps coronavirus cases deaths hospitalizations montgomery area montgomery county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16108,see latest charts maps coronavirus cases deaths hospitalizations troy area pike county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16109,see latest charts maps coronavirus cases deaths hospitalizations sumter county alabama sumter county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16110,see latest charts maps coronavirus cases deaths hospitalizations russell county alabama russell county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16111,see latest charts maps coronavirus cases deaths hospitalizations washington county alabama washington county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16112,see latest charts maps coronavirus cases deaths hospitalizations birmingham area shelby county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16113,see latest charts maps coronavirus cases deaths hospitalizations randolph county alabama randolph county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16114,see latest charts maps coronavirus cases deaths hospitalizations anchorage area anchorage municipality alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16115,see latest charts maps coronavirus cases deaths hospitalizations aleutians east borough alaska aleutians east borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16116,see latest charts maps coronavirus cases deaths hospitalizations juneau area juneau city borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16117,see latest charts maps coronavirus cases deaths hospitalizations bethel census area alaska bethel census area alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16118,see latest charts maps coronavirus cases deaths hospitalizations denali borough alaska denali borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16119,see latest charts maps coronavirus cases deaths hospitalizations dillingham census area alaska dillingham census area alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16120,see latest charts maps coronavirus cases deaths hospitalizations fairbanks area fairbanks north star borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16121,see latest charts maps coronavirus cases deaths hospitalizations tuscaloosa area tuscaloosa county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16122,see latest charts maps coronavirus cases deaths hospitalizations jasper area walker county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16123,see latest charts maps coronavirus cases deaths hospitalizations haines borough alaska haines borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16124,see latest charts maps coronavirus cases deaths hospitalizations matanuska susitna borough alaska matanuska susitna borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16125,see latest charts maps coronavirus cases deaths hospitalizations oxford area talladega county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16126,see latest charts maps coronavirus cases deaths hospitalizations winston county alabama winston county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16127,see latest charts maps coronavirus cases deaths hospitalizations ketchikan area ketchikan gateway borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16128,see latest charts maps coronavirus cases deaths hospitalizations kenai peninsula borough alaska kenai peninsula borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16129,see latest charts maps coronavirus cases deaths hospitalizations kodiak island borough alaska kodiak island borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16130,see latest charts maps coronavirus cases deaths hospitalizations st clair county alabama st clair county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16131,see latest charts maps coronavirus cases deaths hospitalizations alexander city area tallapoosa county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16132,see latest charts maps coronavirus cases deaths hospitalizations nome census area alaska nome census area alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16133,see latest charts maps coronavirus cases deaths hospitalizations kusilvak census area alaska kusilvak census area alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16134,see latest charts maps coronavirus cases deaths hospitalizations petersburg borough alaska petersburg borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16135,see latest charts maps coronavirus cases deaths hospitalizations prince wales hyder census area alaska prince wales hyder census area alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16136,see latest charts maps coronavirus cases deaths hospitalizations north slope borough alaska north slope borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16137,see latest charts maps coronavirus cases deaths hospitalizations wilcox county alabama wilcox county alabama covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16138,see latest charts maps coronavirus cases deaths hospitalizations northwest arctic borough alaska northwest arctic borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16139,see latest charts maps coronavirus cases deaths hospitalizations valdez cordova census area alaska valdez cordova census area alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16140,see latest charts maps coronavirus cases deaths hospitalizations wrangell city borough alaska wrangell city borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16141,see latest charts maps coronavirus cases deaths hospitalizations sitka city borough alaska sitka city borough alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16142,see latest charts maps coronavirus cases deaths hospitalizations yukon koyukuk census area alaska yukon koyukuk census area alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16143,see latest charts maps coronavirus cases deaths hospitalizations southeast fairbanks census area alaska southeast fairbanks census area alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16144,see latest charts maps coronavirus cases deaths hospitalizations sierra vista area cochise county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16145,see latest charts maps coronavirus cases deaths hospitalizations skagway municipality alaska skagway municipality alaska covid case risk tracker,0,0.41999999999999993,0.5,0,0,1,0,0,0,0.41999999999999993
16146,see latest charts maps coronavirus cases deaths hospitalizations apache county arizona apache county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16147,see latest charts maps coronavirus cases deaths hospitalizations flagstaff area coconino county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16148,see latest charts maps coronavirus cases deaths hospitalizations payson area gila county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16149,see latest charts maps coronavirus cases deaths hospitalizations lake havasu city area mohave county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16150,see latest charts maps coronavirus cases deaths hospitalizations safford area graham county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16151,see latest charts maps coronavirus cases deaths hospitalizations greenlee county arizona greenlee county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16152,see latest charts maps coronavirus cases deaths hospitalizations phoenix area maricopa county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16153,see latest charts maps coronavirus cases deaths hospitalizations la paz county arizona la paz county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16154,see latest charts maps coronavirus cases deaths hospitalizations show low area navajo county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16155,see latest charts maps coronavirus cases deaths hospitalizations nogales area santa cruz county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16156,see latest charts maps coronavirus cases deaths hospitalizations tucson area pima county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16157,see latest charts maps coronavirus cases deaths hospitalizations prescott area yavapai county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16158,see latest charts maps coronavirus cases deaths hospitalizations casa grande area pinal county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16159,see latest charts maps coronavirus cases deaths hospitalizations carroll county arkansas carroll county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16160,see latest charts maps coronavirus cases deaths hospitalizations mountain home area baxter county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16161,see latest charts maps coronavirus cases deaths hospitalizations yuma area yuma county arizona covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16162,see latest charts maps coronavirus cases deaths hospitalizations ashley county arkansas ashley county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16163,see latest charts maps coronavirus cases deaths hospitalizations springdale area benton county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16164,see latest charts maps coronavirus cases deaths hospitalizations calhoun county arkansas calhoun county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16165,see latest charts maps coronavirus cases deaths hospitalizations chicot county arkansas chicot county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16166,see latest charts maps coronavirus cases deaths hospitalizations bradley county arkansas bradley county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16167,see latest charts maps coronavirus cases deaths hospitalizations arkansas county arkansas arkansas county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16168,see latest charts maps coronavirus cases deaths hospitalizations harrison area boone county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16169,see latest charts maps coronavirus cases deaths hospitalizations magnolia area columbia county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16170,see latest charts maps coronavirus cases deaths hospitalizations cleveland county arkansas cleveland county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16171,see latest charts maps coronavirus cases deaths hospitalizations arkadelphia area clark county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16172,see latest charts maps coronavirus cases deaths hospitalizations cleburne county arkansas cleburne county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16173,see latest charts maps coronavirus cases deaths hospitalizations clay county arkansas clay county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16174,see latest charts maps coronavirus cases deaths hospitalizations crittenden county arkansas crittenden county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16175,see latest charts maps coronavirus cases deaths hospitalizations cross county arkansas cross county arkansas covid case risk tracker,0,0.10999999999999996,0.2,1,0,0,0,0,0,0.10999999999999996
16176,see latest charts maps coronavirus cases deaths hospitalizations conway county arkansas conway county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16177,see latest charts maps coronavirus cases deaths hospitalizations crawford county arkansas crawford county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16178,see latest charts maps coronavirus cases deaths hospitalizations jonesboro area craighead county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16179,see latest charts maps coronavirus cases deaths hospitalizations drew county arkansas drew county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16180,see latest charts maps coronavirus cases deaths hospitalizations hot springs area garland county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16181,see latest charts maps coronavirus cases deaths hospitalizations desha county arkansas desha county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16182,see latest charts maps coronavirus cases deaths hospitalizations dallas county arkansas dallas county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16183,see latest charts maps coronavirus cases deaths hospitalizations franklin county arkansas franklin county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16184,see latest charts maps coronavirus cases deaths hospitalizations hope area hempstead county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16185,see latest charts maps coronavirus cases deaths hospitalizations howard county arkansas howard county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16186,see latest charts maps coronavirus cases deaths hospitalizations paragould area greene county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16187,see latest charts maps coronavirus cases deaths hospitalizations batesville area independence county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16188,see latest charts maps coronavirus cases deaths hospitalizations fulton county arkansas fulton county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16189,see latest charts maps coronavirus cases deaths hospitalizations malvern area hot spring county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16190,see latest charts maps coronavirus cases deaths hospitalizations jackson county arkansas jackson county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16191,see latest charts maps coronavirus cases deaths hospitalizations pine bluff area jefferson county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16192,see latest charts maps coronavirus cases deaths hospitalizations grant county arkansas grant county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16193,see latest charts maps coronavirus cases deaths hospitalizations lee county arkansas lee county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16194,see latest charts maps coronavirus cases deaths hospitalizations lafayette county arkansas lafayette county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16195,see latest charts maps coronavirus cases deaths hospitalizations little river county arkansas little river county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16196,see latest charts maps coronavirus cases deaths hospitalizations lincoln county arkansas lincoln county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16197,see latest charts maps coronavirus cases deaths hospitalizations logan county arkansas logan county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16198,see latest charts maps coronavirus cases deaths hospitalizations izard county arkansas izard county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16199,see latest charts maps coronavirus cases deaths hospitalizations miller county arkansas miller county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16200,see latest charts maps coronavirus cases deaths hospitalizations lawrence county arkansas lawrence county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16201,see latest charts maps coronavirus cases deaths hospitalizations montgomery county arkansas montgomery county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16202,see latest charts maps coronavirus cases deaths hospitalizations lonoke county arkansas lonoke county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
16203,see latest charts maps coronavirus cases deaths hospitalizations madison county arkansas madison county arkansas covid case risk tracker,0,0.4099999999999999,0.5,0,0,1,0,0,0,0.4099999999999999
