,Unnamed: 0,text,section_name
7840,7840,cuban americans g p must look future instead past ordinary cubans need trade engagement isolation republican case obama cuba policy,1
316,316,royal wedding day draws near signs media frenzy may outpace interest united states disdain appearing among british well media wedding frenzy hints viewer fatigue,0
6798,6798,readers agree editorial condemning child labor children labor fields yes,1
2846,2846,little week left avert huge tax increases spending cuts attention moved less polarized chamber several republicans openly back agreement search way fiscal impasse turns senate,0
4205,4205,personal data pour onto mobile networks american british eavesdroppers prying called leaky apps extract geographical data address books phone logs secret documents show spy agencies tap data streaming phone apps,0
4843,4843,problem affects side curtain air bags models ducati also recalling motorcycles electrical problem honda recalls odyssey minivans air bag defect,0
1631,1631,shah rukh khan detention new york airport thursday latest famous khans danger flying khan,0
5214,5214,carmen balcells half century represented many top names spanish latin american literature forming joint venture andrew wylie years solitude spanish literary champion takes partner,0
6332,6332,voters abhor status quo someone present anything truly different pitiful whimper,1
1864,1864,last tuesday times published article president obama counterterrorism record article misconstrued bloggers errors repeated thousands postings across internet article kill list rumors fly fast,0
9768,9768,archives international herald tribune u greer attacked torpedoes replies firing depth charges september submarine attacks u destroyer atlantic,0
9759,9759,las vegas los angeles thanks several strangers traveling alone help,0
1746,1746,reporter responds queries climate change scientific research policy action lack thereof minority firmly argues clouds protect planet answering questions clouds climate,0
7089,7089,china united states wary digital espionage american tech companies caught middle mutual suspicion mars tech trade china,0
3485,3485,head lead smelting company calls industry cleanup also end policies send lead containing batteries related pollution problems poorer nations u battery recycler says keep lead,1
1026,1026,tax code account differences people living cities higher cost living reaching geographic tax equality easy tax burdens tilt coastal system fairness debated,0
2531,2531,britain allowing huawei expand already sizable operations billion investment reception vastly differs suspicion met company washington chinese telecom firm finds warmer welcome europe,0
103,103,readers respond column bob herbert democracy america state democracy,1
7802,7802,john kerry suggested major sanctions might lifted international inspectors get answers questions iranian experiments work appeared aimed developing bomb u could lift sanctions iran accounting,0
8878,8878,international herald tribune archives doctors monitor vital functions astronauts space gemini stresses medical side,0
10033,10033,fallout nearly dozen congressional candidates underscores effect russian influence operation american electoral system democratic house candidates also targets russian hacking,0
7726,7726,north americans born descended azores ties mid atlantic portuguese archipelago remain vital even generations later azorean diaspora resist powerful pull home,0
6848,6848,attorney general kamala harris plans run senate seat opening barbara boxer retirement tom steyer billionaire environmentalist said also considering run one democrat announces others ponder race senate california,0
1432,1432,need cars run methanol high octane fuel made converted natural gas methanol alternative gasoline,1
4189,4189,continue program invades privacy violates law even work end phone data sweeps,1
4414,4414,young people turning away religions tolerate gay lesbian people may turn republican party country old mores,1
4977,4977,obama administration said acted human rights abuses including detention celebrated lawyer died custody u imposes new sanctions russians,0
5118,5118,unemployment levels united states dropped back almost levels fall europe grimmer story u european job markets take different paths,0
1155,1155,long silence attorney general promised use full weight justice department scrutinize republican efforts reduce turnout holder speaks voting rights,1
1470,1470,resumption negotiations could relieve rising pressure israel use military force iran buy tehran time relocate centrifuges world powers agree resume nuclear talks iran,0
9349,9349,years spain mother last days helped see futility sterilized life less disinfectant rioja,1
9590,9590,kevin durant heads man roster features three members golden state warriors largely interchangeable cast steph curry lebron james matter u basketball rio,0
4295,4295,hayley wickenheiser canada year old star helped team end four game losing streak united states women hockey preliminary game shayba arena canada rallies beat u women hockey,0
4250,4250,north korea protested military exercises united states south korea threatened cancel meetings families torn apart korean war north korea citing u bomber training run may cancel reunions,0
8965,8965,six americans lost fathers war met ho chi minh city vietnamese also lost parents found shared sadness anger search fathers seeking redemption vietnam,0
9843,9843,ways race new york th district republican john j faso democrat zephyr teachout presidential race turned inside upstate congressional race classic boxers match virtually tied,0
4170,4170,dermatologists specialists respond article paying till hurts series costs trip doctor,1
3107,3107,spots along mexican american border well fortified fence extends far eye see others wall ends abruptly ocean southern border varied views,0
8862,8862,supreme court would approve proposal bar muslim immigrants mean americans accept trump anti muslim plan awful constitutional,1
286,286,analysis census data shows important invest education infrastructure economist writes value urban clustering,0
3852,3852,bacteria taken virgin soil reminder lost gained sod broken beneath virgin prairie,1
7198,7198,sen barbara boxer support lend political heft bill would permit medicinal use marijuana states allow good news medical marijuana,1
6890,6890,explanation vast collection messages sucked global system electronic surveillance created maintained british american spies british spies seized emails reporters,0
7415,7415,mrs clinton supports constitutional right sex marriage meanwhile mechanic michigan says refuse fix gay customers cars hillary clinton evolves gay rights others lag behind,1
7877,7877,photos united states tunisia kuwait jerusalem june pictures day,0
5121,5121,thanks facebook instagram oversharing one personal life feels authentic reality tv right anonymous posts hold key truth intimacy anonymity,0
2732,2732,handful internet service providers offered services government president bashar al assad violated united states sanctions official syrian web sites hosted u,0
1923,1923,culture intolerance around us says chief executive officer india film censor board conversation film censor board chief executive pankaja thakur,0
8,8,full program called imagine ireland feature events states supported million investment irish government first details new irish arts festival u unveiled,0
4518,4518,often today books blind reality thousands children apartheid children literature,1
5684,5684,obama administration plans character engagement iraq russia signals possible humanitarian intervention ukraine part pattern iraq ukraine history repeat,1
4816,4816,million americans jail prison larger share population country u punishment comes crimes,0
3635,3635,studies theories everything additives air conditioning cloud bigger better ethos definitely contributes america weight problem hard truths soft bodies,1
10072,10072,move came company chinese officials interviewed article perks world biggest iphone plant zhengzhou daily report apple takes times news app china,0
8485,8485,still costly inefficient keep reign recycling,1
1330,1330,spanish language credit reports available myfico com fico says hola spanish speaking consumers,0
567,567,previewing wednesday semifinal matches previewing wednesday semifinal matches,0
9743,9743,united states women competed separate country would third overall medal chart keeping score american women dominated rio,0
3015,3015,amending sexual assault laws need overhaul police force entrenched corruption political establishment conversation former solicitor general gopal subramanium,0
8671,8671,decision bar members saddam hussein baath party top government jobs made united states mr chalabi died tuesday became policy champion ahmad chalabi legacy de baathification iraq,0
6558,6558,new report identifies american incarceration epidemic one greatest public health challenges time mass imprisonment public health,1
5424,5424,readers including scientist lawyer defends accused respond op ed article scientists commit fraud,1
2455,2455,history professor writes tout self reliance yet dependent government benefits readers invited respond invitation dialogue american paradox,1
5386,5386,ho chi minh always wanted close relationship uncle sam vietnam overdue alliance america,1
7844,7844,country released new details large military procession heart beijing commemorate th anniversary end war preparations proceed china world war ii parade,0
2707,2707,senator richard g lugar foreign policy expertise senator kent conrad bichon fris expiring congress left mark ways large small weird members th congress depart taking quirks along,0
782,782,eighth seed defeats anderson third round open fish wins last two sets tough,0
3007,3007,congress reflect people vote great gerrymander,1
958,958,two days discussions meant determine whether six nation nuclear negotiations would worthwhile u north korea begin groundwork talks,0
6742,6742,two days massacre school court granted bail militant accused orchestrating mumbai terrorist attacks pakistan baffling response extremism,1
4883,4883,mary quin kidnapped yemen tourists said flew london recorded interview mostafa kamel mostafa hostage testifies post rescue meeting imam charged kidnapping,0
1453,1453,clint dempsey scored game goal wednesday united states defeated italy international friendly genoa america first win games years azzurri defense dempsey shot give u first italy,0
6857,6857,president obama plans urge congress pass bill allowing workers earn seven paid sick days year creating fund help states pay family leave obama plans push paid family sick leave workers,0
10064,10064,leaving behind take bad year make better,1
3126,3126,national veterans strategy would include national dialogue define societal obligations volunteer military service establishing policies carry obligations engaging government private sector veterans service organizations local communities combine resources support veterans families call national strategy veterans,0
9620,9620,week convulsive events prompted anguished pleas unity echoes protests divisions late early shootings divide nation torn race,0
6613,6613,luke somers journalist pierre korkie teacher held al qaeda affiliate yemen died raid united states commandos saturday officials said hostages killed yemen u rescue effort fails,0
7366,7366,dominant theory rich people sleep less connection poverty sleep offers complicated picture work sleep conflict work wins,0
2252,2252,many youngest leaders republican party embracing views social issues odds traditional conservative ideology young g p erase lines social issues,0
8950,8950,fifty percent americans would embarrassed mr trump president according new poll facts figures embarrassing donald trump,1
4700,4700,bureau says wants american students preparing able recognize might targets recruiting efforts foreign intelligence agencies f b video warns efforts recruit american students spies,0
7259,7259,customers places like europe euro fallen dollar say longer afford american goods without deep discounts dollar heats overseas u manufacturers feel chill,0
9725,9725,neymar scored fastest goal olympic history added penalty kick stoppage time brazil beat honduras spot gold medal match injury scare neymar strikes back honduras,0
9872,9872,united states become directly involved yemen civil war u became involved war yemen,0
764,764,set data points help predict presidential election winners may good track record could upset equation despite keys obama lock,0
9646,9646,experts see evidence colleges responded past increases federal subsidies raising prices predict tuition increases hillary clinton college plan,0
1156,1156,house republican leaders sidetracked sensible overdue bill ban members congress using inside information stock trades illegal capitol hill,1
4047,4047,scolds may keep scolding longer control conversation fiscal fever breaks,1
4010,4010,big reason u companies relocate places like ireland acquire companies tax efficient basis agreeing buy gentium drug maker billion jazz pharmaceuticals took full advantage benefit jazz deal gentium shows benefits inversions,0
36,36,lawyers gulet mohamed sued federal government called inclusion fly list unconstitutional teenager held kuwait may able return u soon,0
7222,7222,south korea caught united states china two powers compete influence south korea stuck middle,1
2835,2835,thirty six years supreme court reinstated death penalty use waning new data show death sentences handed third total use death sentences continues fall u,0
6717,6717,readers react president obama announcement u cuba turning point,1
5639,5639,law restricts access abortion admitting privileges requirement blocked federal judge opinion serve model courts judge rules alabama women abortion,1
6187,6187,financial turmoil past days especially europe policy crusaders sure know markets asking markets,1
5593,5593,mr sasaki one influential charismatic zen masters america tide sex abuse allegations emerged cast character legacy harsh light joshu sasaki tainted zen master,0
8411,8411,republicans intramural brawl makes clear incapable governing speaker john boehner quits arena,1
1076,1076,diplomats said strike killed two dozen pakistani soldiers occurred joint nato afghan force came fire called air support pakistan rejects u account nato strikes along border,0
5638,5638,landmark summit meeting splashy event advertised continent economic potential major follow necessary achieve results president obama africa push,1
2098,2098,daimler plans invest estimated million help carpooling com expand united states zimride opens along east coast ride sharing services flex muscles expand reach,0
1188,1188,surveys show americans populist class warriors except hate rich,1
577,577,ties bind america france important us know vive la similarit,1
5849,5849,broadening military operation beyond iraq president obama moves country back onto war footing attack isis expands syria,1
4480,4480,shift americans understanding role u nature power complex unnerving consequences leaderless doctrine,1
5496,5496,readers including american medical association respond editorial needed doctors america,1
6972,6972,president hassan rouhani speech aimed domestic critics denounced united states israel called false hypocritical warnings iran atomic ambitions iran president accuses west distorting atomic plans,0
7907,7907,president obama brazilian president dilma rousseff laid plans increase countries use renewable energy obama rousseff clean energy goals,0
1692,1692,consumer federation america public knowledge opponents universal music group billion bid emi record labels asking senate judiciary subcommittee antitrust issues examine deal groups seek senate review universal emi deal,0
3704,3704,defense secretary chuck hagel said would reinstate almost civilian employees sent home surprise announcement hagel recalls defense department workers,0
6147,6147,united states deals first ebola patient contracted virus domestically must address larger responsibility tackling disease internationally worsening ebola crisis,1
7644,7644,americans say important control access personal information little faith government companies protect private data according new report pew research center survey finds americans trust government companies protect privacy,0
3651,3651,new information comes congress debates immigration overhaul could include pathway legal status citizenship number illegal immigrants u may rise estimates say,0
6859,6859,major goal affordable care act improve financial security previously uninsured people new survey suggests happening signs decline financial distress connected medical bills,0
210,210,desperate young people feature arab regimes plenty united states educated unemployed frustrated,1
6487,6487,many observers look record say botched rollout healthcare gov maybe president disconnect voters goes office man obama lose american voters,1
2453,2453,consumer groups urge government increase safeguards seniors social security checks go electronic safeguarding social security checks go electronic,0
1670,1670,america gone system designed prevent anyone government amassing much power system one get enough power anything everything,1
2886,2886,first day th congress brought new diversity capitol including record number women various firsts numbers latinos asians day records firsts th congress opens,0
2406,2406,researcher contends recalculated zone take full account extent climate change last years warmer winters rethinking new plant hardiness zone map,0
2588,2588,bold coyote lacks natural wariness humans problematic one sometimes animals behavior misinterpreted expert suggests learning live urban coyotes,0
6622,6622,much opposition comes chinese indian immigrants whose cultural taboos led balk proposed plot cemetery cemetery plan clashes neighbors culture,0
7066,7066,stake long term goals like reducing emissions greenhouse gases mr gates said also continued united states leadership industries future bill gates business leaders urge u increase energy research,0
5992,5992,teeing ryder cup players compete country cash turned unique experience vocal fans ryder cup first hole rousing start chorus,0
637,637,executions ought made public people see done name tax dollars executions televised,1
47,47,united states opened schedule saturday night draw chile home depot center carson calif u mixx dax max,0
6169,6169,pentagon kept silent munitions left saddam hussein war iran found new targets american iraqi troops secret casualties iraq abandoned chemical weapons,0
5758,5758,simulations sensory overload help us understand like live autism look life autistic eyes,1
1078,1078,washington meeting president obama herman van rompuy jos manuel barroso came amid increasing worries future nation euro monetary union obama meets leaders european union,0
6536,6536,strong case make good idea congress impeach obama,1
3393,3393,tim kaine democrat virginia spoke entirely spanish senate floor support immigration bill first senator according records senate library speech spanish first senate,0
1418,1418,prominent florida investor sued paulson company alleging hedge fund conduct proper due diligence evaluating investment sino forest corporation florida investor sues paulson hedge fund,0
4704,4704,gen wesley k clark philip karber say equipment like body armor night goggles could help ukraine face russian attack general former defense official urge nonlethal military aid ukraine,0
2542,2542,strengthened exports united states may increase trade frictions white house chinese politburo contenders engage political grandstanding china exports rise hinting glimmer revival,0
149,149,three influential senators want united states consider flight zone libya u senators call flight zone libya,0
5402,5402,fan favorites seem coming back life frequently ever everybody thrilled tv popular demand better worse,1
8851,8851,monday night hillary clinton longtime aide huma abedin sent mass email supporters saying mr trump islamophobia reflect nation values could even threaten national security democrats begin fund raising donald trump proposed ban muslims,0
6041,6041,chief justice john g roberts jr preside conservative majority become beleaguered dissenter migrate center new spectrum next nine years,1
9362,9362,proposed rule meant close loophole american banking system allows secret financial maneuvers like ones revealed panama papers u plans require banks identify owners shell companies,0
7741,7741,shaker aamer british resident held guant namo since cleared release u act obama slap britain face,1
